IdTurma,IdSerie,IdPeriodo,TipoTurma,IdDisciplina,NomeTurma,SiglaTurma,TurnoPrincipal,TotalVagas,IdUsuarioCoordenador,CodigoAgrupamento,DisciplinaRequerNota,DisciplinaCargaHorariaSemanal,DisciplinaStUsaNotaConceito,IdServicoMensalidade,ES_IdCursoSuperiorPreferencial,DescricaoHorario,_DisciplinaConteudoProgramatico,SituacaoAlunoDisciplinaCursando,SituacaoAlunoDisciplinaAprovado,SituacaoAlunoDisciplinaReprovado,Reserva_IdServico,Reserva_QtdeDiasValidade,IdSala,DataInicial,DataFinal,DataNascimentoMinima,DataNascimentoMaxima,SexoTurma,StPermiteAcessoPortalEducacional,ProvaCHumanas_NotaMinima,ProvaCHumanas_Peso,ProvaCNatureza_NotaMinima,ProvaCNatureza_Peso,ProvaLinguagens_NotaMinima,ProvaLinguagens_Peso,ProvaMatematica_NotaMinima,ProvaMatematica_Peso,ProvaRedacao_NotaMinima,ProvaRedacao_Peso,FInscr_StExibirTurma,FInscr_IdSituacaoAlunoTurma,InscrTurma_StExibirTurma,IdFreqTipoHorario,InscrTurma_StVerificaTurmaRestricao,InscrTurma_ArrayIdTurmaRestricao,InscrTurma_ArrayIdSituacaoAlunoTurmaRestricao,IntegPortal_CodigoTurma,StDisponivelMatricula,DataMatriculaInicio,DataMatriculaFinal,IdTurno,IdEventoTipo,NumeroEtapa,StIntegracaoAppComunicacao,RMOnLine_IdTextoPersonalizado_Confirmacao,Evento_IdTextoPersonalizadoCertificado,Evento_DataRealizacao,IdModeloContrato,CdTurmaINEP,NovoEnsinoMedio_GrupoEstruturaCurricular,NovoEnsinoMedio_AreaConhecimento,NovoEnsinoMedio_TextoApresentacaoDisciplina,ItFor_StDisponivelMatricular,ItFor_NomeTrilha,StGerarHistorico,DisciplinaCargaHorariaAnual,QuantidadeAulasSemanais,DisciplinaCargaHoraMinutoDiaria,DisciplinaCargaHoraMinutoAnual,IdContrato_RMOnlineConfirmacao,DisciplinaCargaHorariaAula,ValorServicoModuloEducacao
150,2,5,G,,ALFA-L,G2/G3,T,10.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
151,2,5,G,,ALFA-M,G0/G1,M,10.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
152,2,5,G,,ALFA-N,G2/G3,M,10.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
153,2,5,G,,ALFA-O,G2/G3,T,10.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
156,2,5,G,,ALFA-R,G0/G1,M,10.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
157,2,5,G,,ALFA-S,G2/G3,M,10.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
159,8,5,G,,1A,1A,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
160,8,5,G,,1B,1B,T,15.0,,B,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
161,8,5,G,,1C,1C,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
162,8,5,G,,1E,1E,M,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
163,8,5,G,,1F,1F,T,15.0,,F,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
164,8,5,G,,1G,1G,T,15.0,,G,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
165,8,5,G,,1J,1J,M,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
166,8,5,G,,1M,1M,M,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
167,8,5,G,,1N,1N,M,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
168,8,5,G,,1R,1R,M,15.0,,R,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
169,11,5,G,,2A,2A,T,15.0,,A,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
170,11,5,G,,2B,2B,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
172,11,5,G,,2D,2D,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
174,11,5,G,,2F,2F,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
177,11,5,G,,2I,2I,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
178,11,5,G,,2J,2J,N,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
179,11,5,G,,2K,2K,M,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
180,11,5,G,,2L,2L,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
181,11,5,G,,2M,2M,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
183,11,5,G,,2P,2P,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
185,15,5,G,,3A,3A,T,15.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
186,15,5,G,,3B,3B,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
187,15,5,G,,3C,3C,M,15.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
188,15,5,G,,3D,3D,M,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
189,15,5,G,,3F,3F,T,15.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
190,15,5,G,,3G,3G,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
193,15,5,G,,3L,3L,M,15.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
194,15,5,G,,3M,3M,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
196,18,5,G,,8A,8A,I,25.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
197,18,5,G,,8B,8B,I,25.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
198,18,5,G,,8C,8C,I,25.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
199,24,5,G,,5B,5B,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
200,24,5,G,,5F,5F,Z,15.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
201,24,5,G,,5L,5L,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
202,24,5,G,,5A,5A,T,15.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
203,25,5,G,,4A,4A,T,15.0,,,False,1.0,False,34.0,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
205,25,5,G,,4F,4F,Z,15.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
207,25,5,G,,4L,4L,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
208,29,5,G,,6A,6A,T,20.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
210,32,5,G,,7A,7A,T,30.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
211,32,5,G,,7E,7E,I,15.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
212,33,5,G,,Deutschkurs,Idioma,S,100.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
213,34,5,G,,Matemática + Grupo 1 (Fase 4),Extra,Z,130.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
214,35,5,G,,Coração Matemático - Grupo 1,Extra,Z,130.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
215,36,5,G,,Preparatório USP,Extra,I,100.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
216,37,5,G,,Clube do Livro - Grupo 1 (Fase 3),Extra,T,130.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
217,38,5,G,,Aprenda como Einstein,Extra,I,100.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
218,40,5,G,,Expandindo Horizontes,Fiap,I,100.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
219,41,5,G,,Arte e Magia - Grupo A Manhã,Extra,M,130.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
220,42,5,G,,English Chances Lives,idioma,S,100.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
221,43,5,G,,Aula de Coreano,Idioma,I,100.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
222,44,5,G,,Lendo Clássicos,Extra,I,100.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
223,45,5,G,,Encontro com Carinho - Grupo 1,Extra,I,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
224,46,5,G,,Minha 1ª volta ao Mundo - Grupo 2,Extra,I,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
225,47,5,G,,Eu no Comando,Extra,I,100.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
226,48,5,G,,Raciocínio Lógico,Extra,I,100.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
227,50,4,G,,English Plus,Idioma,T,100.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
228,49,4,G,,Preparatório Inglês TOEIC,Idioma,S,100.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
229,52,4,G,,Acompanhamento Bolsistas União,Extra,T,200.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
230,51,4,G,,Aula Extra,Idioma,T,100.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
231,29,4,G,,6P,Nível A2,Z,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
234,54,5,D,5.0,A2-Austria (Cipó),A2-Austria,T,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
235,2,5,G,,ALFA-A,G0/G1,T,10.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
236,2,5,G,,ALFA-B,G2/G3,T,10.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
237,2,5,G,,ALFA-C,G0/G1,M,10.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
238,2,5,G,,ALFA-D,G2/G3,M,10.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
239,2,5,G,,ALFA-F,G0/G1,T,10.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
240,2,5,G,,ALFA-G,G2/G3,T,10.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
241,2,5,G,,ALFA-H,G0/G1,M,10.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
242,15,5,G,,3I,3I,M,15.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
243,25,5,G,,4H,4H,M,15.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
244,8,5,G,,1H,1H,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
247,11,5,G,,2Q,2Q,M,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
248,8,5,G,,1P,1P,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
249,25,5,G,,4P,4P,T,16.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
251,8,5,G,,1L,1L,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
255,24,5,G,,5K,5K,N,16.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
256,15,5,G,,3K,3K,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
257,8,5,G,,1D,1D,M,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
266,25,5,G,,4B,4B,T,15.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
267,8,5,G,,1K,1K,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
270,18,5,G,,8D,8D,I,30.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
271,18,5,G,,8E,8E,I,30.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
272,18,5,G,,8F,8F,I,30.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
273,54,5,D,5.0,A1-Brazil (Centro),A1-Brazil,T,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,True,"( 32, 33, 34, 49, 50, 51, 82, 83, 84, 85, 86, 87, 88, 90, 91, 93, 95, 185, 186, 187, 188, 189, 190, 191, 242, 192, 256, 193, 194, 254, 252, 195, 99, 102, 105, 108, 109, 203, 266, 204, 205, 206, 243, 269, 268, 207, 249, 119, 111, 112, 114, 202, 199, 200, 255, 201, 106, 107, 231, 208, 209, 246, 117, 118, 210, 211, 113, 115, 116, 196, 197, 198, 270, 271, 272 ) ### 75 Turmas selecionadas",,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
274,54,5,D,5.0,A1-Chile (Centro),A1-Chile,N,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
275,54,4,D,5.0,A1-Argentina (Centro),A1-Argen,M,40.0,,,True,,True,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,,True,"( 185, 186, 187, 188, 189, 190, 191, 242, 192, 256, 193, 194, 254, 252, 195, 203, 266, 204, 205, 206, 243, 269, 268, 207, 249, 202, 199, 200, 255, 201, 208, 209, 246, 210, 211, 196, 197, 198, 270, 271, 272 ) ### 41 Turmas selecionadas",,,True,,,,,,False,,,,,,ItFor,L,,True,,True,,,,,,,
276,54,5,D,5.0,A1-The USA (Filip),A1-The USA,N,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
277,54,5,D,5.0,A1-Kenya (Cipó),A1-Kenya,Z,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
278,54,5,D,5.0,A2-Nigeria (Centro),A2-Nigeria,T,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
280,54,5,D,5.0,A2-France (Centro),A2-France,M,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
281,54,5,D,5.0,A1-Mexico (Cipó),A1-Mexico,T,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
283,54,5,D,5.0,A1-Uruguay (Cipó),A1-Uruguay,M,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
285,54,5,D,5.0,A2-Germany (Centro),A2-Germany,T,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
286,54,5,D,5.0,A1-Belgium (Filip),A1-Belgium,T,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
289,54,5,D,5.0,A1-Ireland (Filip),A1-Ireland,M,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
291,54,5,D,5.0,A2-Poland (Filip),A2-Poland,T,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
295,54,5,D,5.0,A1-Canada (Cipó),A1-Canada,M,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
297,54,5,D,5.0,A2- Spain (Granj),A2- Spain,T,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
300,54,5,D,5.0,B1- Egypt (Centro),B1- Egypt,N,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
303,54,5,D,5.0,A2-Italy (Centro),A2-Italy,T,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
