IdTurma,IdSerie,IdPeriodo,TipoTurma,IdDisciplina,NomeTurma,SiglaTurma,TurnoPrincipal,TotalVagas,IdUsuarioCoordenador,CodigoAgrupamento,DisciplinaRequerNota,DisciplinaCargaHorariaSemanal,DisciplinaStUsaNotaConceito,IdServicoMensalidade,ES_IdCursoSuperiorPreferencial,DescricaoHorario,_DisciplinaConteudoProgramatico,SituacaoAlunoDisciplinaCursando,SituacaoAlunoDisciplinaAprovado,SituacaoAlunoDisciplinaReprovado,Reserva_IdServico,Reserva_QtdeDiasValidade,IdSala,DataInicial,DataFinal,DataNascimentoMinima,DataNascimentoMaxima,SexoTurma,StPermiteAcessoPortalEducacional,ProvaCHumanas_NotaMinima,ProvaCHumanas_Peso,ProvaCNatureza_NotaMinima,ProvaCNatureza_Peso,ProvaLinguagens_NotaMinima,ProvaLinguagens_Peso,ProvaMatematica_NotaMinima,ProvaMatematica_Peso,ProvaRedacao_NotaMinima,ProvaRedacao_Peso,FInscr_StExibirTurma,FInscr_IdSituacaoAlunoTurma,InscrTurma_StExibirTurma,IdFreqTipoHorario,InscrTurma_StVerificaTurmaRestricao,InscrTurma_ArrayIdTurmaRestricao,InscrTurma_ArrayIdSituacaoAlunoTurmaRestricao,IntegPortal_CodigoTurma,StDisponivelMatricula,DataMatriculaInicio,DataMatriculaFinal,IdTurno,IdEventoTipo,NumeroEtapa,StIntegracaoAppComunicacao,RMOnLine_IdTextoPersonalizado_Confirmacao,Evento_IdTextoPersonalizadoCertificado,Evento_DataRealizacao,IdModeloContrato,CdTurmaINEP,NovoEnsinoMedio_GrupoEstruturaCurricular,NovoEnsinoMedio_AreaConhecimento,NovoEnsinoMedio_TextoApresentacaoDisciplina,ItFor_StDisponivelMatricular,ItFor_NomeTrilha,StGerarHistorico,DisciplinaCargaHorariaAnual,QuantidadeAulasSemanais,DisciplinaCargaHoraMinutoDiaria,DisciplinaCargaHoraMinutoAnual,IdContrato_RMOnlineConfirmacao,DisciplinaCargaHorariaAula,ValorServicoModuloEducacao
409,24,5,G,,5C,5C,M,15.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
410,2,5,G,,ALFA-E,G2/G3,T,10.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
411,2,5,G,,ALFA-T,G2/G3,T,10.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
412,2,5,G,,ALFA-J,G2/G3,T,10.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
414,8,5,G,,1U,1U,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
415,11,5,G,,2U,2U,T,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
416,15,5,G,,3E,3E,T,15.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
418,2,5,G,,ALFA U ,G2/G3,M,10.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
419,15,5,G,,3N,3N,M,15.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
420,2,5,G,,ALFA Y,G0/G1,T,10.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
421,2,5,G,,ALFA V,G0/G1,T,10.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
422,2,5,G,,ALFA Z,G0/G1,M,10.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
423,54,5,D,5.0,A1- Colômbia (Centro),A1-Colomb,T,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
424,54,5,D,5.0,A1 - Argentina (Centro),A1-Argent,M,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,True,,,,False,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
425,54,5,D,5.0,A2 - New Zealand (Centro),A2- New Z,T,40.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,ItFor,L,,False,,True,,,,,,,
426,55,5,D,18.0,Matematicamente - Grupo A Manhã,Extra,M,130.0,,,False,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
427,41,5,G,,Arte e Magia - Grupo A Tarde,Extra,T,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
428,55,5,G,,Matematicamente - Grupo A Tarde,Extra,T,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
429,45,5,G,,Encontro com Carinho - Grupo 2,Extra,I,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
430,35,5,G,,Coração Matemático - Grupo 2,Extra,I,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
431,46,5,G,,Minha 1ª volta ao Mundo - Grupo 1,Extra,I,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
433,37,5,G,,Clube do Livro - Grupo 2 (Fase 3),Extra,T,130.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
436,41,5,G,,Arte e Magia - Grupo B Manhã,Extra,M,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
437,41,5,G,,Arte e Magia - Grupo B Tarde,Extra,T,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
438,55,5,G,,Matematicamente - Grupo B Manhã,Extra,M,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
439,55,5,G,,Matematicamente - Grupo B Tarde,Extra,T,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
440,49,5,G,,Preparatório Inglês TOEIC,Idioma,S,130.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
441,34,5,G,,Matemática + Grupo 1 (Fase 3),Extra,I,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
442,34,5,G,,Matemática + Grupo 2 (Fase 3),Extra,I,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
443,37,5,G,,Clube do Livro - Grupo 1 (Fase 4),Extra,I,130.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
444,34,5,G,,Matemática + Grupo 1 (Fase 2),Extra,I,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
445,34,5,G,,Matemática + Grupo 2 (Fase 2),Extra,I,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
446,51,5,G,,Speed up Program A2,Speed up,N,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
447,51,5,G,,Speed up Program B1,Speed up,N,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
448,51,5,G,,Speed up Program A1,Speed up,N,130.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
449,56,5,G,,Inglês Universitários Manhã,Idioma,M,130.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
450,56,5,G,,Inglês Universitários Noite,Idioma,N,130.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
451,54,5,D,5.0,A1 - China (EAD),A1 - China,M,100.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
452,54,5,D,5.0,A1 - Japan (EAD),A1 - Japan,T,100.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
453,32,5,G,,7D,7D 18+,I,30.0,,,False,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
454,57,5,G,,Tecnologia *Manhã,Extra,M,20.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
455,57,5,G,,Tecnologia *Tarde,Extra,T,20.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
456,57,5,G,,Tecnologia *Noite,Extra,N,20.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,True,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
457,2,6,G,,ALFA I - G2/G3 (Filipinho) - Manhã,G2/G3,M,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
458,2,6,G,,ALFA Q - G2/G3 (Granjinha) - Tarde,G2/G3,T,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
459,2,6,G,,ALFA K - G0/G1 (Cipó) - Tarde,G0/G1,T,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
460,2,6,G,,ALFA L - G2/G3 (Cipó) - Tarde,G2/G3,T,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
461,2,6,G,,ALFA M - G0/G1 (Cipó) - Manhã,G0/G1,M,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
462,2,6,G,,ALFA N - G2/G3 (Cipó) - Manhã,G2/G3,M,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
463,2,6,G,,ALFA O - G2/G3 (Cipó) - Tarde,G2/G3,T,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
464,2,6,G,,ALFA R - G0/G1 (Granjinha) - Manhã,G0/G1,M,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
465,2,6,G,,ALFA S - G2/G3 (Granjinha) - Manhã,G2/G3,M,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
466,8,6,G,,1A (Centro) - Tarde,1A,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
467,8,6,G,,1B (Centro) - Tarde,1B,T,15.0,,B,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
468,8,6,G,,1C (Centro)  - Manhã,1C,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
470,8,6,G,,1F (Filipinho) - Manhã,1F,M,15.0,,F,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
471,8,6,G,,1G (Filipinho) - Tarde,1G,T,15.0,,G,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
472,8,6,G,,1K (Cipó) - Tarde,1K,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
473,8,6,G,,1M (Cipó) - Manhã,1M,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
474,8,6,G,,1N (Cipó) - Manhã,1N,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
475,8,6,G,,1R (Granjinha) - Tarde,1R,T,15.0,,R,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
476,11,6,G,,2A (Centro) - Tarde,2A,T,15.0,,A,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
477,11,6,G,,2B (Centro) - Tarde/Noite,2B,Z,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
478,11,6,G,,2D (Centro)  - Manhã,2D,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
479,11,6,G,,2F (Filipinho) - Tarde,2F,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
480,11,6,G,,2C (Centro)  - Noite,2C,N,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
481,11,6,G,,2U (Cipó) - Tarde,2U,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
482,11,6,G,,2K ( Cipó) - Tarde,2K,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
483,11,6,G,,2L (Cipó) - Noite,2L,N,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
484,11,6,G,,2M ( Cipó) - Manhã,2M,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
485,11,6,G,,2P (Granjinha) - Manhã,2P,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
486,15,6,G,,3A (Centro) - Tarde,3A,T,15.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
487,15,6,G,,3B (Centro)  - Tarde/Noite,3B,Z,15.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
488,15,6,G,,3C (Centro)  - Manhã,3C,M,15.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
489,15,6,G,,3D (Centro)  - Tarde/Noite,3D,Z,15.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
490,15,6,G,,3F (Filipinho) - Tarde,3F,T,15.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
491,15,6,G,,3G (Filipinho) - Tarde/Noite,3G,Z,15.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
492,15,6,G,,3L (Cipó) - Tarde,3L,T,15.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
493,15,6,G,,3M (Cipó) - Tarde,3M,T,15.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
494,18,6,G,,8A (Universitários) - 2020,8A,I,25.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
495,18,6,G,,8B (Universitários) - 2021,8B,I,25.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
496,18,6,G,,8C (Senai) - EAD,8C,I,25.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
497,24,6,G,,5B (Centro) - Tarde,5B,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
498,24,6,G,,5F (Filipinho) - Tarde,5F,T,15.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
499,24,6,G,,5L (Cipó) - Tarde,5L,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
500,24,6,G,,5A (Centro) - Tarde,5A,T,15.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
501,25,6,G,,4A (Centro) - Tarde,4A,T,15.0,,,True,1.0,False,34.0,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
502,25,6,G,,4F (Filipinho) - Tarde/Noite,4F,Z,15.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
503,25,6,G,,4L (Cipó) - Noite,4L,N,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
504,29,6,G,,6A (Centro) - Tarde,6A,T,20.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
505,32,6,G,,7A (Centro) - Noite,7A,N,20.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
506,32,6,G,,7E (SP) - Integral,7E,I,15.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
507,54,6,D,5.0,A1-Áustria (Cipó),A1-Áustria,Z,20.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,,,,,,,,,,,,False,,False,,False,,,,True,,,,,,False,,,,,,,,,False,,True,,,,,,,
508,2,6,G,,ALFA A - G0/G1  (Centro) - Tarde,G0/G1,T,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
509,2,6,G,,ALFA B - G2/G3 (Centro) - Tarde,G2/G3,T,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
510,2,6,G,,ALFA C - G0/G1 (Centro) - Manhã,G0/G1,M,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
511,2,6,G,,ALFA D - G2/G3 (Centro) - Manhã,G2/G3,M,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,8.0,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
512,2,6,G,,ALFA F - G0/G1 (Filipinho) - Tarde,G0/G1,T,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
513,2,6,G,,ALFA G - G2/G3 (Filipinho) - Tarde/Noite,G2/G3,Z,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
514,2,6,G,,ALFA H - G0/G1 (Filipinho) - Manhã,G0/G1,M,12.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
516,25,6,G,,4H (Filipinho) - Manhã,4H,M,15.0,,,True,,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
517,8,6,G,,1H (Filipinho) - Tarde/Noite,1H,Z,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
518,11,6,G,,2R (Granjinha) - Tarde,2R,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
519,8,6,G,,1P (Granjinha) - Manhã,1P,M,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
520,25,6,G,,4P (Granjinha) - Tarde,4P,T,15.0,,,True,1.0,False,,,,,Cursando,Aprovado,Reprovado,,,,,,,,A,False,,,,,,,,,,,False,,False,,False,,,,False,,,,,,False,,,,,,,,,False,,True,,,,,,,
