IdTurma,IdDisciplina,IdProfessor,QtdeMaximaAluno,IdPlanoPagamento,Ementa,ObjGeral,ObjEspecificos,Bibliografia,BibliografiaComplementar,Metodologia,Recursos,FormaDeAvaliacao,ConteudoProgramatico,Competencias,AulasPraticas,DataHoraAlteracao,IdProfessorAlteracao,DataHoraConfirmacao,IdUsuarioConfirmacao,SituacaoPlanoEnsino,DataAula_Inicio,DataAula_Termino,CompetenciasHabilidades,ContribuicaoPerfil,EstrategiaAprendizagem,LeituraComplementar,ArticulacaoOutrasDisciplinas,StGoogleEdu_Sincronizado,GoogleForEducation_LogProcessamento
219,18,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
222,18,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
223,18,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
224,18,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
226,18,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
227,18,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
228,18,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
229,18,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
230,18,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
231,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
231,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
231,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
231,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
234,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
235,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
235,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
235,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
236,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
236,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
236,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
237,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
237,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
237,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
238,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
238,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
238,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
239,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
239,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
239,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
240,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
240,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
240,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
241,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
241,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
241,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
242,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
242,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
242,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
243,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
243,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
243,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
244,1,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
244,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
244,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
247,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
247,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
247,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
248,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
248,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
248,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
249,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
249,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
249,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
251,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
251,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
251,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
255,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
255,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
255,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
256,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
256,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
256,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
257,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
257,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
257,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
266,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
266,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
266,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
267,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
267,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
267,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
273,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
274,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
275,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
276,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
277,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
278,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
281,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
283,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
285,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
286,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
289,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
291,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
295,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
297,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
300,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
303,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
409,1,21,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
409,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
409,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
410,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
410,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
410,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
411,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
411,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
411,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
412,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
412,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
412,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
414,1,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
414,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
414,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
415,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
415,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
415,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
416,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
416,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
416,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
418,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
418,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
418,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
419,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
419,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
419,19,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
420,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
420,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
420,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
421,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
421,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
421,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
422,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
422,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
422,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
423,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
424,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
425,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
426,18,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
427,18,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
428,18,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
429,18,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
430,18,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
431,18,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
433,18,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
436,18,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
437,18,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
438,18,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
439,18,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
440,18,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
441,18,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
442,18,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
443,18,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
444,18,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
445,18,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
446,18,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
447,18,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
448,18,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
449,18,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
450,18,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
452,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
453,1,21,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
453,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
453,17,7,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
454,18,20,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
455,18,20,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
456,18,20,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
457,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
457,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
457,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
458,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
458,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
458,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
459,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
459,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
459,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
460,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
460,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
460,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
461,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
461,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
461,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
462,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
462,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
462,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
463,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
463,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
463,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
464,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
464,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
464,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
465,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
465,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
465,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
466,1,29,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
466,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
466,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
467,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
467,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
467,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
468,1,29,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
468,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
468,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
470,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
470,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
470,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
471,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
471,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
471,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
472,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
472,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
472,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
473,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
473,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
473,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
474,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
474,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
474,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
475,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
475,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
475,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
476,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
476,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
476,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
477,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
477,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
477,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
478,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
478,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
478,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
479,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
479,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
479,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
480,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
480,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
480,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
481,1,30,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
481,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
481,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
482,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
482,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
482,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
483,1,30,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
483,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
483,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
484,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
484,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
484,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
485,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
485,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
485,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
486,1,30,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
486,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
486,21,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
487,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
487,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
487,21,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
488,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
488,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
488,21,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
489,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
489,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
489,21,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
490,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
490,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
490,21,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
491,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
491,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
491,21,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
492,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
492,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
492,21,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
493,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
493,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
493,21,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
497,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
497,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
497,23,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
497,25,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
498,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
498,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
498,23,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
498,25,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
499,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
499,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
499,23,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
499,25,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
500,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
500,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
500,23,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
500,25,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
501,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
501,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
501,22,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
502,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
502,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
502,22,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
503,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
503,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
503,22,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
504,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
504,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
504,17,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
504,25,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
505,1,30,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
505,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
507,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
508,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
508,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
508,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
509,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
509,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
509,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
510,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
510,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
510,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
511,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
511,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
511,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
512,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
512,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
512,16,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
513,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
513,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
513,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
514,1,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
514,4,16,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
514,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
516,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
516,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
516,22,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
517,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
517,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
517,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
518,1,30,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
518,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
518,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
519,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
519,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
519,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
521,1,29,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
521,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
521,19,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
522,1,3,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
522,4,4,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
522,23,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
522,25,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
523,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
523,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
523,21,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
524,1,29,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
524,4,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
524,19,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
525,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
525,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
525,22,26,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
530,5,23,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
531,5,23,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
532,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
533,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
534,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
535,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
536,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
537,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
538,5,23,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
539,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
540,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
541,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
542,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
543,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
544,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
545,5,11,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
547,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
547,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
547,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
548,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
548,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
548,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
549,1,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
549,4,2,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
549,16,14,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
551,1,12,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
551,4,6,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
551,24,13,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
552,1,5,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
552,4,8,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
552,21,9,,,,,,,,,,,,,,,,,,P,,,,,,,,False,
